task_name,avg_code_length,min_code_length,max_code_length,total_implementations,task_url,languages
Accumulator Factory,15,1,127,109,https://swam-dataset.org/tasks/accumulator_factory,"11l,8th,Abap,Actionscript,Ada,Aikido,Aime,Algol68,Applescript,Argile,Astro,Bbcbasic,Bqn,Bracmat,Brat,C,C#,C++,Ceylon,Clay,Clojure,Coffeescript,Commonlisp,Crystal,D,Dart,Delphi,Déjàvu,E,Echolisp,Elena,Elixir,Erlang,Erre,F#,Factor,Fantom,Forth,Fortran,Freebasic,Go,Golo,Groovy,Haskell,Iconandunicon,Io,J,Java,JavaScript,Jsish,Julia,Kotlin,Lambdatalk,Lfe,Lua,M2000interpreter,Maple,Mercury,Nemerle,Newlisp,Ngs,Nim,Nit,OCaml,Objeck,Objective-c,Octave,Oforth,Oorexx,Oxygenbasic,Oz,PHP,Perl,Phix,Picolisp,Pony,Postscript,Powershell,Prolog,Python,Quackery,R,Racket,Raku,Rebol,Retro,Rexx,Ring,Ruby,Rust,Scala,Scheme,Sidef,Simula,Smalltalk,Standardml,Swift,Tcl,Txr,Unicon,Unixshell,Vbscript,Wart,Wren,X86assembly,Xlisp,Yabasic,Yorick,Zkl"
Achilles Numbers,136,2,606,14,https://swam-dataset.org/tasks/achilles_numbers,"Aarch64assembly,Algol68,Armassembly,C++,Freebasic,Go,J,Julia,Perl,Phix,Raku,Rust,Wren,Xpl0"
Ackermann Function,15,1,104,229,https://swam-dataset.org/tasks/ackermann_function,"11l,360assembly,68000assembly,8080assembly,8086assembly,8th,Aarch64assembly,Abap,Action!,Actionscript,Ada,Agda,Algol60,Algol68,Algolw,Apl,Applescript,Argile,Armassembly,Arturo,Ats,Autohotkey,Autoit,Awk,Babel,Basic,Batchfile,Bc,Bcpl,Beeswax,Befunge,Bqn,Bracmat,Brat,C,C#,C++,Chapel,Clay,Clips,Clojure,Clu,Cobol,Coffeescript,Comal,Commonlisp,Componentpascal,Coq,Crystal,D,Dart,Dc,Delphi,Draco,Dwscript,Dylan,E,Easylang,Egel,Eiffel,Ela,Elena,Elixir,Emacslisp,Erlang,Erre,Eulermathtoolbox,Euphoria,Ezhil,F#,Factor,Falcon,False,Fantom,Fbsl,Fermat,Forth,Fortran,Freebasic,Freepascal,Funl,Futhark,Futurebasic,Fōrmulæ,Gambas,Gap,Genyris,Gml,Gnuplot,Go,Golfscript,Groovy,Hare,Haskell,Haxe,Hoon,Iconandunicon,Idris,Ioke,J,Java,JavaScript,Joy,Jq,Jsish,Julia,K,Kdf9usercode,Klingphix,Klong,Kotlin,Lambdatalk,Lasso,Lfe,Libertybasic,Livecode,Logo,Logtalk,Lolcode,Lua,Lucid,Luck,M2000interpreter,M4,MATLAB,Mad,Maple,Mathcad,Maxima,Maxscript,Mercury,Min,Miniscript,Mlite,Modula-2,Modula-3,Mumps,Neko,Nemerle,Netrexx,Newlisp,Nim,Nit,OCaml,Oberon-2,Objeck,Octave,Oforth,Ooc,Oorexx,Order,Oz,PHP,Pascal,Perl,Phix,Phixmonti,Picat,Picolisp,Piet,Pike,Postscript,Potion,Powerbasic,Powershell,Processing,Prolog,Pure,Purebasic,Purity,Python,Quackery,R,Racket,Raku,Rebol,Rescript,Rexx,Ring,Risc-v,Ruby,Runbasic,Rust,Sather,Scala,Scheme,Scilab,Seed7,Setl,Shen,Sidef,Simula,Slate,Smalltalk,Smilebasic,Snobol4,Snusp,Spad,Sqlpl,Standardml,Stata,Swift,Tcl,Ti-83basic,Ti-89basic,Torquescript,Tsesal,Txr,Unixshell,Ursala,V,Vala,Vba,Vbscript,Visualbasic,Vlang,Wart,Wdte,Wren,X86assembly,Xlisp,Xpl0,Xslt,Yabasic,Yorick,Z80assembly,Zed,Zig,Zxspectrumbasic"
Active Directoryconnect,9,1,38,29,https://swam-dataset.org/tasks/active_directoryconnect,"Autohotkey,Autoit,C,C#,Coldfusion,D,Erlang,F#,Go,Haskell,Java,Julia,Kotlin,Netrexx,PHP,Perl,Phix,Picolisp,Python,Racket,Raku,Ruby,Runbasic,Rust,Scala,Smartbasic,Tcl,Vbscript,Wren"
Active Directorysearch For A User,21,4,97,24,https://swam-dataset.org/tasks/active_directorysearch_for_a_user,"C,D,Eiffel,Go,Haskell,Java,Julia,Netrexx,Oorexx,PHP,Perl,Phix,Picolisp,Powershell,Python,Raku,Rexx,Ruby,Runbasic,Scala,Tcl,Unixshell,Vbscript,Wren"
Active Object,49,18,158,47,https://swam-dataset.org/tasks/active_object,"Ada,Bbcbasic,C,C#,C++,Clojure,Commonlisp,Crystal,D,Delphi,E,Echolisp,Erlang,F#,Factor,Fbsl,Freebasic,Go,Groovy,Haskell,J,Java,JavaScript,Julia,Kotlin,Lingo,Lua,Nim,Oorexx,Oxygenbasic,Oz,Perl,Phix,Picolisp,Purebasic,Python,Racket,Raku,Rust,Scala,Smalltalk,Supercollider,Swift,Tcl,Visualbasic.net,Wren,Zkl"
Add A Variable To A Class Instance At Runtime,14,1,56,59,https://swam-dataset.org/tasks/add_a_variable_to_a_class_instance_at_runtime,"Actionscript,Ada,Arturo,Autohotkey,Bbcbasic,Bracmat,C#,Coffeescript,Commonlisp,D,Elena,Falcon,Fbsl,Forth,Freebasic,Go,Groovy,Iconandunicon,Io,J,JavaScript,Jq,Julia,Kotlin,Latitude,Lingo,Logtalk,Lolcode,Lua,M2000interpreter,Miniscript,Morfa,Nim,Objective-c,Octave,Oorexx,Oxygenbasic,Oz,PHP,Perl,Phix,Picolisp,Pike,Pop11,Powershell,Python,Raku,Rebol,Red,Ring,Ruby,Scala,Sidef,Slate,Smalltalk,Swift,Tcl,Wren,Xbs"
Additive Primes,30,1,132,68,https://swam-dataset.org/tasks/additive_primes,"11l,Aarch64assembly,Ada,Algol68,Algolw,Apl,Applescript,Armassembly,Arturo,Awk,Basic,Basic256,Bcpl,C,C++,Clu,Cobol,Commonlisp,Crystal,Delphi,Draco,Erlang,F#,Factor,Fermat,Forth,Freebasic,Freepascal,Frink,Go,Haskell,J,Java,Jq,Julia,Kotlin,Ksh,Langur,Lua,Modula-2,Nim,Pascal,Perl,Phix,Phixmonti,Picolisp,Pilot,Processing,Purebasic,Python,Quackery,Racket,Raku,Red,Rexx,Ring,Ruby,Rust,Sage,Seed7,Sidef,Swift,Tsesal,Vlang,Vtl-2,Wren,Xpl0,Yabasic"
Address Of A Variable,9,1,50,85,https://swam-dataset.org/tasks/address_of_a_variable,"360assembly,6502assembly,68000assembly,8086assembly,Aarch64assembly,Action!,Ada,Algol68,Applesoftbasic,Argile,Armassembly,Arturo,Astro,Autohotkey,Axe,Bacon,Basic,Bbcbasic,C#,Cobol,Commonlisp,Componentpascal,Creativebasic,D,Delphi,Draco,Erre,Fbsl,Forth,Fortran,Freebasic,Futurebasic,Go,Iwbasic,J,Java,Julia,Kotlin,Lambdatalk,Lua,Maple,Modula-2,Nanoquery,Newlisp,Nim,OCaml,Oberon-2,Oforth,Ol,Oorexx,Oxygenbasic,Panoramic,Pascal,Perl,Phix,Picolisp,Powerbasic,Purebasic,Python,Qb64,R,Racket,Raku,Rapidq,Retro,Rexx,Ruby,Rust,Scala,Sidef,Smalltalk,Stata,Swift,Tcl,Toka,Vba,Visualbasic.net,Wart,Wren,X86assembly,Xlisp,Xpl0,Yorick,Z80assembly,Zig"
Aks Test For Primes,44,2,167,71,https://swam-dataset.org/tasks/aks_test_for_primes,"11l,8th,Aarch64assembly,Ada,Algol68,Armassembly,Autohotkey,Bracmat,C,C#,C++,Clojure,Coffeescript,Commonlisp,Crystal,D,Delphi,Echolisp,Elena,Elixir,Erlang,Factor,Forth,Fortran,Freebasic,Go,Haskell,Idris,J,Java,JavaScript,Jq,Julia,Kotlin,Lambdatalk,Libertybasic,Lua,Maple,Nim,OCaml,Objeck,Oforth,Pascal,Perl,Phix,Picat,Picolisp,Prolog,Purebasic,Python,R,Racket,Raku,Rexx,Ruby,Rust,Scala,Scheme,Scilab,Seed7,Sidef,Stata,Swift,Tcl,Transd,Vba,Vlang,Wren,Yabasic,Zig,Zkl"
Algebraic Data Types,40,11,111,37,https://swam-dataset.org/tasks/algebraic_data_types,"Bracmat,C#,C++,Clojure,Commonlisp,E,Echolisp,Elixir,Emacslisp,Erlang,F#,Go,Haskell,J,Jq,Julia,Kotlin,Nim,OCaml,Oz,Perl,Phix,Picat,Picolisp,Prolog,Python,Racket,Raku,Rascal,Rexx,Rust,Scala,Standardml,Swift,Tailspin,Tcl,Wren"
Align Columns,51,7,274,119,https://swam-dataset.org/tasks/align_columns,"11l,360assembly,8th,Aarch64assembly,Abap,Action!,Ada,Aime,Algol68,Amazinghopper,Applescript,Armassembly,Arturo,Autohotkey,Autoit,Awk,Bacon,Basic,Batchfile,Beads,Bqn,C,C#,C++,Clojure,Cobol,Coffeescript,Commonlisp,D,Delphi,E,Elixir,Erlang,Euphoria,F#,Factor,Fbsl,Forth,Fortran,Freebasic,Futurebasic,Gambas,Go,Groovy,Harbour,Haskell,Hicest,Iconandunicon,J,Java,JavaScript,Jq,Jsish,Julia,Kotlin,Lambdatalk,Lasso,Libertybasic,Lua,M2000interpreter,Maple,Mumps,Nim,Nit,OCaml,Oberon-2,Oforth,Oorexx,Oxygenbasic,Oz,PHP,Pascal,Perl,Phix,Phixmonti,Picat,Picolisp,Powershell,Prolog,Purebasic,Python,Q,R,Racket,Raku,Rapidq,Rebol,Red,Rexx,Ruby,Runbasic,Rust,Scala,Scheme,Sed,Seed7,Shiny,Sidef,Smalltalk,Snobol,Standardml,Swift,Tcl,Transd,Tsesal,Tuscript,Txr,Unixshell,Ursala,Vba,Vbscript,Veditmacrolanguage,Visualbasic,Visualbasic.net,Vlang,Wren,Yabasic,Zkl,Zxspectrumbasic"
Aliquot Sequence Classifications,65,4,472,49,https://swam-dataset.org/tasks/aliquot_sequence_classifications,"11l,Aarch64assembly,Algol68,Applescript,Armassembly,Awk,Basic256,C,C++,Clu,Commonlisp,D,Echolisp,Elixir,Factor,Fortran,Freebasic,Go,Haskell,J,Java,Jq,Julia,Kotlin,Libertybasic,Nim,Oforth,Perl,Phix,Picat,Powershell,Prolog,Python,Qbasic,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Swift,Tcl,Vba,Vlang,Wren,Yabasic,Zkl,Zxspectrumbasic"
Almkvist Giullera Formula For Pi,46,5,220,27,https://swam-dataset.org/tasks/almkvist_giullera_formula_for_pi,"11l,Aarch64assembly,Armassembly,C#,C++,Commonlisp,Dc,Erlang,F#,Factor,Go,Haskell,J,JavaScript,Jq,Julia,Nim,Perl,Phix,Picolisp,Python,Quackery,Raku,Rexx,Sidef,Visualbasic.net,Wren"
Almost Prime,26,1,169,95,https://swam-dataset.org/tasks/almost_prime,"11l,Action!,Ada,Algol-m,Algol68,Algolw,Apl,Armassembly,Arturo,Asic,Autohotkey,Awk,Basic,Basic256,Bcpl,Befunge,C,C#,C++,Clojure,Clu,Cobol,Commonlisp,Cowgol,D,Delphi,Draco,Echolisp,Elixir,Erlang,Erre,F#,Factor,Focal,Fortran,Freebasic,Frink,Futhark,Go,Groovy,Gw-basic,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Libertybasic,Lua,Mad,Maple,Modula-2,Nascombasic,Nim,Objeck,Oforth,Pascal,Perl,Phix,Phixmonti,Picat,Picolisp,Potion,Processing,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Seed7,Sequencel,Sidef,Swift,Tcl,Tinybasic,TypeScript,Vba,Vbscript,Visualbasic.net,Vlang,Wren,Xbasic,Xpl0,Yabasic,Zkl,Zxspectrumbasic"
Amb,33,1,128,66,https://swam-dataset.org/tasks/amb,"11l,Ada,Algol68,Ats,Autohotkey,Bacon,Bracmat,C,C#,C++,Clojure,Commonlisp,D,E,Egison,Ela,Elena,Erre,F#,Factor,Freebasic,Go,Haskell,Haxe,Iconandunicon,J,JavaScript,Jq,Julia,Kotlin,Langur,Latitude,Lua,M2000interpreter,Mercury,Netrexx,Nim,OCaml,Oz,Perl,Phix,Picat,Picolisp,Prolog,Purebasic,Python,R,Racket,Raku,Red,Rexx,Ring,Ruby,Rust,Scala,Scheme,Seed7,Setl,Smalltalk,Tcl,Tuscript,Txr,Vbscript,Wren,Yabasic,Zkl"
Amicable Pairs,26,2,123,98,https://swam-dataset.org/tasks/amicable_pairs,"11l,8080assembly,8086assembly,Aarch64assembly,Action!,Ada,Algol60,Algol68,Ansistandardbasic,Applescript,Armassembly,Arturo,Ats,Autohotkey,Awk,Basic256,Bcpl,Befunge,C,C#,C++,Clojure,Clu,Commonlisp,Cowgol,Crystal,D,Delphi,Draco,Echolisp,Ela,Elena,Elixir,Erlang,Erre,F#,Factor,Forth,Fortran,Freebasic,Frink,Futhark,Gfabasic,Go,Haskell,J,Java,JavaScript,Jq,Julia,K,Kotlin,Lua,MATLAB,Mad,Maple,Nim,OCaml,Oberon-2,Oforth,PHP,Pascal,Perl,Phix,Phixmonti,Picolisp,Powershell,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Rebol,Rescript,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Sidef,Swift,Tbas,Tcl,Transd,Utfool,Vba,Vbscript,Vlang,Wren,Xpl0,Yabasic,Zig,Zkl,Zxspectrumbasic"
Anagrams,44,1,319,124,https://swam-dataset.org/tasks/anagrams,"11l,8th,Aarch64assembly,Abap,Ada,Algol68,Apl,Applescript,Armassembly,Arturo,Autohotkey,Awk,Bacon,Bbcbasic,Bqn,Bracmat,C,C#,C++,Clojure,Clu,Cobol,Coffeescript,Commonlisp,Componentpascal,Crystal,D,Delphi,E,Echolisp,Eiffel,Ela,Elena,Elixir,Erlang,Euphoria,F#,Factor,Fantom,Fbsl,Fortran,Freebasic,Frink,Futurebasic,Gap,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Jsish,Julia,K,Kotlin,Lasso,Libertybasic,Livecode,Lua,M4,Maple,Maxima,Mumps,Netrexx,Newlisp,Nim,OCaml,Oberon-2,Objeck,Oforth,Oorexx,Oz,PHP,Pascal,Perl,Phix,Phixmonti,Picat,Picolisp,Pointless,Powershell,Processing,Prolog,Purebasic,Python,Qb64,Quackery,R,Racket,Raku,Rapidq,Rascal,Red,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Setl,Sidef,Simula,Smalltalk,Snobol4,Stata,Supercollider,Swift,Tcl,Transd,Tuscript,Unixshell,Ursala,Vba,Vbscript,Veditmacrolanguage,Visualbasic.net,Vlang,Wren,Yabasic,Zkl"
Anagramsderanged Anagrams,50,3,380,79,https://swam-dataset.org/tasks/anagramsderanged_anagrams,"11l,Aarch64assembly,Ada,Algol68,Applescript,Armassembly,Arturo,Autohotkey,Awk,Bacon,Bbcbasic,Bracmat,C,C#,C++,Clojure,Cobol,Coffeescript,Commonlisp,D,Delphi,Echolisp,Eiffel,Elixir,Erlang,F#,Factor,Freebasic,Gap,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,K,Kotlin,Lasso,Libertybasic,Lua,Maple,Nim,OCaml,Oorexx,PHP,Pascal,Perl,Phix,Phixmonti,Picat,Picolisp,Powershell,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Sidef,Simula,Tcl,Tuscript,Unixshell,Ursala,Vba,Vlang,Wren,Zkl"
Angle Difference Between Two Bearings,38,1,486,77,https://swam-dataset.org/tasks/angle_difference_between_two_bearings,"11l,360assembly,Aarch64assembly,Action!,Ada,Apl,Armassembly,Arturo,Autohotkey,Awk,Basic,Basic256,Befunge,C,C#,C++,Clojure,Cobol,Commonlisp,D,Delphi,Erlang,Excel,F#,Factor,Forth,Fortran,Freebasic,Go,Groovy,Haskell,Is-basic,J,Java,JavaScript,Jq,Jsish,Julia,K,Klingphix,Kotlin,Lua,Maple,Modula-2,Newlisp,Nim,OCaml,Objeck,Pascal,Perl,Phix,Phixmonti,Powershell,Purebasic,Python,Quackery,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Sidef,Swift,Tcl,Vba,Visualbasic.net,Vlang,Wren,Xbs,Xpl0,Yabasic,Zkl"
Angles Geometric Normalization And Conversion,45,13,115,34,https://swam-dataset.org/tasks/angles_geometric_normalization_and_conversion,"11l,Autohotkey,Awk,C,C#,C++,Commonlisp,Delphi,Factor,Freebasic,Go,Groovy,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Nim,Perl,Phix,Python,Racket,Raku,Rexx,Ruby,Rust,Swift,Vlang,Wren,Xpl0,Zkl"
Animate A Pendulum,45,12,93,66,https://swam-dataset.org/tasks/animate_a_pendulum,"Ada,Amazinghopper,Autohotkey,Basic,C,C#,C++,Clojure,Commonlisp,Delphi,E,Easylang,Elm,Erre,Eulermathtoolbox,Euphoria,F#,Factor,Fbsl,Fortran,Go,Groovy,Haskell,Hicest,Iconandunicon,J,Java,JavaScript,Julia,Kotlin,Libertybasic,Lingo,Logo,Lua,M2000interpreter,MATLAB,Nim,Oorexx,Oz,Perl,Phix,Picolisp,Portugol,Prolog,Purebasic,Python,Qb64,R,Racket,Raku,Rexx,Ring,Rlab,Ruby,Rust,Scala,Scheme,Scilab,Sequencel,Sidef,Smartbasic,Tcl,Wren,Xpl0,Yabasic,Zxspectrumbasic"
Animation,30,1,80,77,https://swam-dataset.org/tasks/animation,"Action!,Actionscript,Ada,Applesoftbasic,Autohotkey,Basic256,Bbcbasic,C,C#,C++,Ceylon,Clojure,Commodorebasic,Commonlisp,D,Dart,Delphi,E,Elm,F#,Factor,Fantom,Fbsl,Freebasic,Gambas,Go,Haskell,Hicest,Iconandunicon,J,Java,Javascriptplushtml,Javascriptplussvg,Julia,Kotlin,Labview,Libertybasic,Logo,Lua,M2000interpreter,Maple,Maxscript,Miniscript,Nim,Oz,Pascal,Perl,Phix,Picolisp,Processing,Prolog,Purebasic,Python,Quickbasic,R,Racket,Raku,Rebol,Red,Rexx,Ring,Ruby,Rust,Scala,Scratch,Smartbasic,Standardml,Suneido,Svg,Tcl,Ti-89basic,Veditmacrolanguage,Visualbasic,Wren,Xpl0,Yabasic,Zxspectrumbasic"
Anonymous Recursion,13,1,80,111,https://swam-dataset.org/tasks/anonymous_recursion,"11l,Ada,Algol68,Apl,Applescript,Arturo,Autohotkey,Autoit,Axiom,Bacon,Basic256,Bbcbasic,Bqn,Bracmat,C,C#,C++,Clio,Clojure,Coffeescript,Commonlisp,D,Delphi,Dylan,Déjàvu,Echolisp,Ela,Elena,Elixir,Erlang,F#,Factor,Falcon,Fbsl,Forth,Fortran,Freebasic,Fōrmulæ,Go,Groovy,Haskell,Iconandunicon,Io,Is-basic,J,Java,JavaScript,Joy,Jq,Julia,K,Klingphix,Klong,Kotlin,Lambdatalk,Lingo,Lolcode,Lua,M2000interpreter,MATLAB,Maple,Nemerle,Nim,OCaml,Objective-c,Ol,Oxygenbasic,PHP,Pascal,Perl,Phix,Picolisp,Postscript,Prolog,Python,Qbasic,Qi,Quackery,R,Racket,Raku,Rebol,Rexx,Ring,Ruby,Rust,Scala,Scheme,Seed7,Sidef,Smalltalk,Sparkling,Standardml,Supercollider,Swift,Tailspin,Tcl,Truebasic,Txr,Unixshell,Ursala,Utfool,Vba,Wart,Wdte,Wren,X86assembly,Xpl0,Yabasic,Zkl,Zxspectrumbasic"
Anti Primes,24,1,83,83,https://swam-dataset.org/tasks/anti_primes,"11l,8086assembly,Aarch64assembly,Action!,Ada,Algol68,Algolw,Apl,Applescript,Armassembly,Arturo,Awk,Basic,Basic256,Bcpl,C,C#,C++,Clu,Cobol,Commonlisp,Cowgol,Crystal,D,Delphi,Elixir,Erlang,F#,Factor,Forth,Fortran,Freebasic,Go,Groovy,Gw-basic,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Maple,Modula-2,Nanoquery,Nim,Objeck,Pascal,Perl,Phix,Phixmonti,Picat,Picolisp,Pilot,Processing,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Red,Rexx,Ring,Ruby,Rust,Scala,Seed7,Sidef,Swift,Tcl,Tinybasic,Transd,Vala,Vba,Visualbasic.net,Vlang,Wren,Xpl0,Yabasic,Zkl"
Append A Record To The End Of A Text File,56,12,215,48,https://swam-dataset.org/tasks/append_a_record_to_the_end_of_a_text_file,"Action!,Ada,Awk,Batchfile,C,C#,C++,Cobol,Commonlisp,D,Elixir,Fortran,Freebasic,Freepascal,Go,Groovy,Haskell,Iconandunicon,J,Java,Julia,Kotlin,Lua,M2000interpreter,Nim,PHP,Pascal,Perl,Phix,Phixmonti,Picolisp,Powershell,Python,Racket,Raku,Rapidq,Rexx,Ruby,Rust,Scala,Sidef,Tcl,Unixshell,Ursa,Visualbasic.net,Wren,Yabasic,Zkl"
Apply A Callback To An Array,9,1,76,168,https://swam-dataset.org/tasks/apply_a_callback_to_an_array,"11l,6502assembly,68000assembly,8th,Acl2,Actionscript,Ada,Aime,Algol68,Algolw,Apl,Applescript,Arturo,Autohotkey,Awk,Babel,Bbcbasic,Bracmat,Brat,C,C#,C++,Clean,Clio,Clojure,Clu,Cobol,Coffeescript,Commonlisp,Componentpascal,Crystal,D,Delphi,Dyalect,Déjàvu,E,Echolisp,Efene,Egl,Elena,Elixir,Erlang,Erre,Euphoria,F#,Factor,Fantom,Fbsl,Forth,Fortran,Fp,Freebasic,Frink,Funl,Futhark,Fōrmulæ,Gap,Go,Groovy,Haskell,Iconandunicon,Idl,Io,J,Java,JavaScript,Joy,Jq,Jsish,Julia,Klingphix,Kotlin,Lambdatalk,Lang5,Langur,Lasso,Lisaac,Logo,Lua,M2000interpreter,M4,MATLAB,Maple,Maxima,Min,Modula-3,Nanoquery,Nemerle,Netlogo,Newlisp,Ngs,Nial,Nim,OCaml,Oberon-2,Objeck,Octave,Oforth,Ol,Oorexx,Order,Oz,PHP,Pascal,Perl,Phix,Phixmonti,Picat,Picolisp,Pike,Pop11,Postscript,Powershell,Prolog,Purebasic,Python,Qb64,Quackery,R,Racket,Raku,Raven,Rebol,Retro,Rexx,Ring,Rlab,Ruby,Rust,Salmon,Sather,Scala,Scheme,Sensetalk,Sidef,Simula,Sparkling,Sqlpl,Standardml,Stata,Supercollider,Swift,Tailspin,Tcl,Ti-89basic,Tiscript,Toka,Torquescript,Txr,Unixshell,Ursala,V,Vba,Vbscript,Vimscript,Visualbasic.net,Vorpal,Wart,Wdte,Wren,Xbs,Yabasic,Yacas,Z80assembly,Zig,Zkl,Zonnon,Zxspectrumbasic"
Apply A Digital Filter Direct Form Ii Transposed,32,10,83,38,https://swam-dataset.org/tasks/apply_a_digital_filter_direct_form_ii_transposed,"11l,Ada,Algol68,Applescript,C,C#,C++,Commonlisp,D,Freebasic,Go,Groovy,Haskell,J,Java,Julia,Kotlin,Lua,MATLAB,Nim,Objeck,Oorexx,Perl,Phix,Phixmonti,Python,Racket,Raku,Rexx,Ruby,Rust,Scala,Sidef,Visualbasic.net,Vlang,Wren,Yabasic,Zkl"
Approximate Equality,21,1,64,45,https://swam-dataset.org/tasks/approximate_equality,"Ada,Algol68,Awk,C,C#,C++,Commonlisp,D,Delphi,Factor,Forth,Fortran,Freebasic,Go,Groovy,Haskell,J,Java,Jq,Julia,Kotlin,Lobster,Lua,Nim,OCaml,Pascal,Perl,Phix,Python,R,Racket,Raku,Rescript,Rexx,Ruby,Rust,Scala,Sidef,Smalltalk,Swift,Tcl,Visualbasic.net,Wren,Xpl0,Zkl"
Arbitrary Precision Integers Included,10,1,111,100,https://swam-dataset.org/tasks/arbitrary_precision_integers_included,"11l,8th,Acl2,Ada,Algol68,Alore,Arturo,Bc,Bracmat,C,C#,C++,Ceylon,Clojure,Clu,Cobol,Commonlisp,D,Dart,Dc,Delphi,E,Echolisp,Elixir,Emacslisp,Erlang,F#,Factor,Forth,Fortran,Freebasic,Frink,Fōrmulæ,Gap,Go,Golfscript,Groovy,Haskell,Hoon,Iconandunicon,J,Java,JavaScript,Jq,Julia,Klong,Kotlin,Lasso,Libertybasic,Lua,MATLAB,Maple,Maxima,Nanoquery,Nemerle,Netrexx,Newlisp,Nim,OCaml,Oforth,Ol,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picolisp,Pike,Powershell,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Rexx,Ruby,Runbasic,Rust,Sather,Scala,Scheme,Seed7,Sidef,Simpol,Smalltalk,Spl,Standardml,Stata,Tcl,Txr,Ursa,Ursala,Visualbasic.net,Vlang,Wren,Zig,Zkl"
Archimedean Spiral,27,1,104,54,https://swam-dataset.org/tasks/archimedean_spiral,"Action!,Ada,Algolw,Apl,Autohotkey,Awk,Basic,Bqn,C,C#,C++,Clojure,Commonlisp,Focal,Frege,Go,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,M2000interpreter,MATLAB,Maple,Nim,Perl,Phix,Processing,Purebasic,Python,Quackery,R,Racket,Raku,Rexx,Ring,Ruby,Rust,Sas,Scala,Scheme,Scilab,Seed7,Sidef,Stata,Tcl,Vba,Wren,Xpl0,Yabasic,Zkl"
Arena Storage Pool,22,1,109,27,https://swam-dataset.org/tasks/arena_storage_pool,"Ada,C++,Delphi,Erlang,Fortran,Freebasic,Go,J,Julia,Kotlin,Lua,Nim,Oforth,Oorexx,Oxygenbasic,Pascal,Phix,Picolisp,Python,Racket,Raku,Rexx,Rust,Scala,Tcl,Wren,Zkl"
Arithmetic Evaluation,80,2,276,62,https://swam-dataset.org/tasks/arithmetic_evaluation,"11l,Ada,Algol68,Autohotkey,Bbcbasic,C,C++,Clojure,Commonlisp,D,Delphi,Dyalect,E,Elena,Emacslisp,Erre,F#,Factor,Freebasic,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Jsish,Julia,Kotlin,Libertybasic,Lua,M2000interpreter,Miniscript,Nim,OCaml,Oorexx,Oz,Pascal,Perl,Phix,Picat,Picolisp,Pop11,Prolog,Python,Racket,Raku,Rexx,Ruby,Rust,Scala,Scheme,Sidef,Standardml,Tailspin,Tcl,Txr,Ursala,Wren,Zkl,Zxspectrumbasic"
Arithmetic Geometric Mean,15,2,89,105,https://swam-dataset.org/tasks/arithmetic_geometric_mean,"11l,360assembly,8th,Action!,Ada,Algol68,Apl,Applescript,Autohotkey,Awk,Basic,Bc,Bqn,C,C#,C++,Clojure,Cobol,Commonlisp,D,Delphi,Echolisp,Elixir,Erlang,Erre,F#,Factor,Forth,Fortran,Freebasic,Futhark,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Klingphix,Kotlin,Lfe,Libertybasic,Livecode,Llvm,Logo,Lua,M2000interpreter,Maple,Maxima,Modula-2,Netrexx,Newlisp,Nim,OCaml,Oberon-2,Objeck,Oforth,Ooc,Oorexx,PHP,Pascal,Perl,Phix,Phixmonti,Picolisp,Potion,Powershell,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Raven,Relation,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Sequencel,Sidef,Sinclairzx81basic,Smalltalk,Sql,Standardml,Stata,Swift,Tcl,Ti-83basic,Unixshell,Vba,Vbscript,Visualbasic.net,Vlang,Wren,Xpl0,Zkl,Zxspectrumbasic"
Arithmetic Geometric Meancalculate Pi,29,12,90,34,https://swam-dataset.org/tasks/arithmetic_geometric_meancalculate_pi,"C,C#,C++,Clojure,Commonlisp,D,Delphi,Erlang,Go,Groovy,Haskell,J,Java,Jq,Julia,Kotlin,Maple,Nim,OCaml,Perl,Phix,Picolisp,Python,R,Racket,Raku,Rexx,Ruby,Rust,Scala,Sidef,Tcl,Visualbasic.net,Wren"
